Name,PortraitURL,Biography
"Mary Johnston (November 21, 1870&ndash;May 9, 1936)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/johnsma4.jpg,"Mary Johnston was born and grew up in Buchanan, Va. She was frequently ill as a child and spent a lot of time reading the books in her father’s library. Most of her education came from tutors and her own reading. When Johnston was sixteen, her family moved to Birmingham, Ala. Her mother died in 1889, and Johnston took over the responsibility of caring for her younger siblings. The family moved to New York in 1892, where Johnston began writing short stories. Financial difficulties took the family back to Birmingham four years later, and Johnston worked on a novel she had begun in New York. <em>Prisoners of Hope</em> was published in 1898 and was modestly successful. Her second novel, <em>To Have and To Hold</em> (published in 1900), was immensely popular, and Johnston’s earnings enabled her family to return to Virginia. </p>
<p>Johnston’s writing was now the main financial support for her family. She published twenty more novels between 1900 and 1934. In 1909, she became involved in the woman’s suffrage movement and was a founding member of the Equal Suffrage League of Virginia. Despite her fragile health, Johnston traveled around the region to speak on behalf of the League. She also became interested in Progressive causes such as prison reform and anti-lynching campaigns and in non-orthodox religious movements such as Theosophy. In 1911, Johnston bought property near Germantown, Va. (now Warm Springs). She and her sisters began building a house they named Three Hills. Although declining popularity of her books caused some financial strain, Johnston lived at Three Hills for the rest of her life. She died there of cancer in 1936 and was buried in Hollywood Cemetery in Richmond, Va."
"Madison Jones (March 21, 1925&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/jonesma.jpg,"Madison Jones was born in Nashville, Tenn. When he was six, his family moved in with his maternal grandparents in Belle Meade, a Nashville suburb. He grew up listening to Bible stories, Civil War reminiscences, and folk tales. When he was thirteen, his father bought a farm north of Nashville, and Jones spent his summers working there. After finishing high school, he began attending Vanderbilt University but quit to work on the farm. He was drafted and served in the U.S. Army Corps of Military Police from 1944 to 1946. After his discharge, Jones returned to Vanderbilt, where he became interested in writing and studied under Donald Davidson, earning his AB in 1949. After graduation, he returned to the farm to decide what he should do next. His family disapproved of writing as a career and he loved farming and the outdoors, but, after nearly a year, he decided to continue his education. </p>
<p>Jones studied under Andrew Lytle at the University of Florida, earning his MA in 1951. He completed coursework for a doctorate but left without completing his dissertation. Jones taught at Miami University of Ohio from 1953 to 1954. A <em>Sewanee Review</em> fellowship in 1954 enabled him to write his first novel, <em>The Innocent</em>, published in 1957. Jones taught writing at the University of Tennessee at Knoxville from 1955 to 1956, then joined the English department of Auburn University where he remained until his retirement in 1987. He was awarded a Rockefeller Foundation fellowship in 1968 and a Guggenheim Fellowship in 1973. His novel <em>An Exile</em> was made into the movie <em>I Walk the Line</em> in 1970. Jones continues to live in Auburn, Ala., and has a small farm outside the city."
"Rodney Jones (February 11, 1950&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/jonesro.jpg,"Rodney Jones grew up on a farm in northern Alabama, in an area so rural that electricity wasn’t available until the 1950s. He started writing poems in high school, then began publishing them in literary magazines when he was in college. In 1972, Jones sold three poems to <em>The Atlantic Monthly</em>. His first book, <em>Going Ahead Looking Back</em>, was published in 1977. </p>
<p>Jones graduated from the University of Alabama in 1971 with a BA in English. In 1973, he earned an MFA from University of North Carolina at Greensboro. He was a public school teacher from 1974 to 1978, then was Writer-in-Residence at Virginia Intermont College, 1978 to 1984. He joined the English department at Southern Illinois University at Carbondale in 1984. In addition to his many literary awards, he also received a Guggenheim Fellowship in 1985 and a fellowship from the National Endowment of the Arts in 1986."
"Helen Keller (June 27, 1880&ndash;June 1, 1968)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/kellehe.jpg,"Helen Keller suffered a severe illness in early childhood that left her blind and deaf. Her inability to communicate led her parents to consult with Dr. Alexander Graham Bell. As a result of this consultation, the Perkins Institution for the Blind sent one of its recent graduates, Anne Sullivan, to the Keller household to teach the child. Sullivan taught her pupil to use the manual alphabet used by the deaf by forming the signs in her hand. Once Keller realized that the mysterious movements were not a game but symbols for real things, the world of language was opened to her. With Sullivan’s assistance, she eventually learned to speak, not only English, but also French and German. After studies at several schools, Keller earned a BA, cum laude, from Radcliffe College in 1904. </p>
<p>Keller devoted the rest of her life to social reform, especially the treatment and education of disabled persons. She founded organizations, wrote books and essays, and gave lectures to raise public awareness. Keller was also interested in other aspects of social reform, including votes for women and the rights of labor unions to organize. She believed that making the world better for some meant making it better for all.  She was awarded many medals for her humanitarian efforts, including the Legion of Honor from France (1952) and the Presidential Medal of Freedom (1964). After a stroke in 1961, Keller retired from public life and lived quietly until her death in 1968. Her story has been presented several times on the stage, in films, and in television productions."
"Cassandra King (February 18, 1944&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/kingcas.jpg,"Cassandra King grew up on a peanut farm in the rural community of Pinckard, Ala. She decided at a young age that she wanted to be a writer and wrote stories to read to her friends at recess. King attended Alabama College (now University of Montevallo) and graduated with a BA in English in 1967. After marrying, she continued to write but focused most of her energy on raising her children and supporting her husband’s career. In the late 1980s, King returned to the University of Montevallo, where she earned an MFA in 1988. Her thesis project was an early draft for <em>Making Waves in Zion</em>, which was published in 1995. King and her husband were divorced that same year. </p>
<p>For several years, King taught English and writing classes at Jefferson State and Gadsden State Community Colleges and at the University of Montevallo. In 1998, King married South Carolina writer, Pat Conroy, whom she had met in 1995 at the Southern Voices literary conference in Hoover. After their marriage, King stopped teaching and began writing full-time. Her second novel, <em>The Sunday Wife</em>, was published in 2002. King and her husband live and write at their home on Fripp Island, S.C."
"Martin Luther King, Jr. (January 15, 1929&ndash;April 4, 1968)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/kingmar.jpg,"Martin Luther King, Jr., was born in Atlanta, Ga., and was originally named Michael King, Jr. His father, a Baptist minister, changed both their names to Martin Luther King after a trip to Germany. King had a prodigious memory and did well in school, skipping the ninth grade and entering Morehouse College at age fifteen. He graduated from Morehouse with a BA in sociology in 1948 and from Crozer Theological Seminary in Chester, Pennsylvania, with a BD in 1951. King also studied theology at Boston University, earning a PhD in 1955.  In 1954, King became the pastor of Dexter Avenue Baptist Church in Montgomery, Ala. King served as president of the Montgomery Improvement Association which organized the Montgomery Bus Boycott after the arrest of Rosa Parks in 1955. <em>Stride Toward Freedom</em> was his account of the boycott. In 1957, King was a founding member of the Southern Christian Leadership Conference (SCLC) which organized nonviolent campaigns to combat segregation and racial discrimination. In 1959, King returned to Atlanta. The following year, he began to serve as the co-pastor of his father’s church but continued his work with the SCLC. </p>
<p>In April of 1963, King was arrested during an anti-segregation campaign in Birmingham. His “Letter from Birmingham City Jail” was published as a response to critics who wanted to end the campaign. “Letter” was reprinted in <em>Why We Can’t Wait</em>, which also included an account of the Birmingham campaign and a justification for the Civil Rights Movement. In August of 1963, King helped organize and participated in the March on Washington where he delivered his “I Have a Dream” speech. The following year, he was awarded the Nobel Peace Prize for his civil rights work. King was a key participant in the 1965 Selma-to-Montgomery march for voting rights and gave a speech at the State Capitol building. In 1966, he and his family moved into a Chicago slum to dramatize the SCLC campaign to end neighborhood segregation. The following year, King began publicly speaking against the Vietnam War and also began planning another march on Washington. Early in 1968, King went to Memphis, Tenn., to support a strike by black sanitation workers. He was shot and killed at his Memphis hotel the day after he gave his “I’ve Been to the Mountaintop” speech."
"Michael Knight (December 15, 1969&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/knighmi.jpg,"Michael Knight was born and grew up in Mobile, Ala. He began writing stories when he was a child and published some of them in his high school’s literary journal. Knight attended Hampden-Sydney College near Farmville, Va., graduating with a BA in 1992. He had originally planned to go to law school, but one of his teachers encouraged him to enroll at the University of Southern Mississippi Center for Writers, in Hattiesburg, where he earned an MA in Contemporary Fiction in 1994. He continued his studies at the University of Virginia, earning an MFA in Creative Writing in 1996. Knight began publishing in literary journals in 1995. The following year, he won the <em>Playboy Magazine</em> College Fiction Contest with his story “Gerald’s Monkey.” </p>
<p>After graduating from the University of Virginia, Knight taught for a year at the Gilman School in Baltimore, Md., and for a year at Hollins College in Roanoke, Va. In 1998, he published a novel and a collection of short stories, and one of his stories, “Birdland,” was published in <em>The New Yorker</em>. Knight joined the faculty of the University of Tennessee, Knoxville, in 1999 and now serves as the director of their creative writing program. A second collection of his short stories was published in 2003. Knight spent a year in Oxford, Miss., as the 2005-06 John and Renee Grisham Emerging Southern Writer at the University of Mississippi."
"Sidney Lanier (February 3, 1842&ndash;September 7, 1881)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/laniesi2.jpg,"Sidney Lanier was born and grew up in Macon, Ga. As a child, he learned to play five instruments and enjoyed Romantic poetry and stories of medieval chivalry. Lanier attended Oglethorpe College and graduated in 1860. When the Civil War broke out, Lanier enlisted in the Macon Volunteers, serving in Virginia and North Carolina. In late 1864, he became a prisoner of war but was paroled home the following spring, having contracted tuberculosis at some point. He accepted a teaching position near Macon that fall but had to quit due to poor health. After recuperating in Point Clear, Ala., Lanier joined his brother Clifford in Montgomery, Ala., where they worked as clerks in their grandfather’s hotel. His novel, <em>Tiger-Lilies</em>, was published in 1867. That fall, Lanier became principal of an academy in Prattville, Ala. His health worsened, but he managed to finish the school year. Lanier began reading law and clerking in his father’s office. He passed the bar and practiced briefly, but his illness interfered with a law career, and his support and that of his family was largely borne by relatives. </p>
<p>In the fall of 1873, Lanier accepted a position as a flute player with the Peabody Symphony Orchestra in Baltimore, Md. When the season ended, he returned to Georgia and spent the summer writing. He received a commission to write a guidebook on Florida, which paid well but required a great deal of travel. Lanier played with the Peabody orchestra for several seasons, but ill health prevented him from doing so in 1876. He returned to Baltimore the following fall, however, accompanied by his family. In addition to playing with the orchestra, he taught school and gave paid lectures. Lippincott published his <em>Poems</em> in 1877. Shortly thereafter, Lanier contracted with Scribner’s to edit a children's version of Froissart’s medieval chronicles. <em>The Boy’s Froissart</em>, published in 1879, was very successful, and Lanier edited three additional volumes of similar tales. In the fall, Johns Hopkins University made him a Lecturer in English Literature. He continued his orchestra work, his other lectures, and his writing. His condition worsened despite a reduced lecture schedule the following year. Lanier spent the summer of 1881 in the mountains hoping to restore his health. He died in September near Lynn, N.C., and was buried in Baltimore. Collections of his poems and essays were published posthumously by family members."
"Octavia Walton Le Vert (August 11, 1811&ndash;March 12, 1877)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/leverow.jpg,"Octavia Walton Le Vert was born at her maternal grandmother’s home, Belle Vue, near Augusta, Ga. She spent her early years in Georgia and was educated by her mother and paternal grandmother. In 1821, her family moved to Pensacola, Fla., where Le Vert learned French, Spanish, and the local Seminole dialect. While traveling with her mother and brother in 1832, Le Vert shared an Alabama stagecoach with writer Washington Irving, who encouraged her to begin keeping a journal. The following year, she made her social debut in Washington, D.C. She also attended Congressional debates and became friends with Sen. Henry Clay. In 1835, Le Vert’s family moved from Pensacola to Mobile, Ala., and she met and married a local doctor. The couple entertained widely, including in their circle theatrical and literary figures such as poet <a href="" http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=50"">A. B. Meek</a>. </p>
<p>Le Vert made two trips to Europe in the mid-1850s. Some of her letters about her experiences were published in newspapers, and Le Vert was persuaded by friends to create a book from her letters and journal entries. <em>Souvenirs of Travel</em> was published in 1857. Le Vert was opposed to Alabama’s secession from the United States, but she remained in Mobile throughout the Civil War, even after her husband’s death in 1864. At the end of the war, she socialized with Union officers occupying Mobile. For this, Le Vert was ostracized by Mobile society, and she soon left to visit friends in the North. In 1869, she moved to Georgia to live with relatives in her birthplace, Belle Vue. Le Vert spent several years in the mid-1870s traveling as a public lecturer, but she returned to Belle Vue in 1876 and she died there of pneumonia the following year."
"Harper Lee (April 28, 1926&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/leeharp.jpg,"Harper Lee was born and raised in Monroeville, Ala. For part of her youth, <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=38"">Truman Capote</a> lived next door, and the two played together as children. Lee’s father was an attorney, and she sometimes accompanied him to court. Lee attended Huntingdon College and the law school at the University of Alabama but left both before completing a degree. She moved to New York to be a writer and supported herself by working as an airline reservation clerk. Generous financial support from friends allowed her to quit this job and devote herself to writing full-time. The result was her novel <em>To Kill a Mockingbird</em>, which used a disguised version of her hometown as its setting and various family members and friends as models for some of its characters. </p>
<p>After <em>To Kill a Mockingbird</em> was accepted for publication, Lee accompanied her childhood friend <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=38"">Truman Capote</a> to Kansas to assist him with research and interviews for his book <em>In Cold Blood</em>, which he dedicated to her. <em>To Kill a Mockingbird</em> won the Pulitzer Prize for Fiction in 1961, and a film version was released in 1962. In 1966, Lee was appointed to the newly created National Council of the Arts and served on it through 1972. Although she wrote some articles in the 1960s that were published in national magazines, she has never published another novel. Lee lives quietly, shunning publicity, and divides her time between New York and Monroeville."
"Viola Goode Liddell (December 18, 1901&ndash;May 16, 1998)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/liddevg.jpg,"Viola Goode Liddell was born and grew up in Gastonburg, Ala. She was the eighth of nine children in a well-to-do family. Liddell finished high school at age sixteen and enrolled in Judson College. She graduated in 1922 and married shortly thereafter. Liddell's oldest son, <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=83"">Oxford Stroud</a>, was born during this marriage. The family lived in Albequerque, N.M., for several years. The marriage ended in divorce, however, and in 1931, Liddell and her son moved to Linden, Ala., where she taught French at the high school. In the fall of 1933, they moved to Camden, Ala., where Liddell’s sister lived. Liddell obtained another teaching position but resigned at the end of the school year to remarry. </p>
<p>After her second marriage, Liddell began writing and publishing short pieces in magazines such as <em>Holland’s Magazine</em>, <em>The Georgia Review</em>, the <em>Southern Literary Messenger</em>, and <em>The Saturday Evening Post</em>. Her first book, <em>With a Southern Accent</em>, a memoir of her childhood in Gastonburg, was published in 1948. In 1979, she published a book about her adopted home of Camden, <em>A Place of Springs</em>. <em>Grass Widow</em>, an account of her coming to Camden and her courtship by her second husband, was published posthumously."
"C. Eric Lincoln (June 23, 1924&ndash;May 14, 2000)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/lincoce2.jpg,"C. Eric Lincoln was born in Athens, Ala., where he was raised by his grandparents. He graduated from Trinity School, a private high school for blacks run by Protestant missionaries. After graduation, Lincoln moved to the Chicago area where he took night classes at the University of Chicago. He served in the U.S. Navy from 1944 to 1945. After his discharge, Lincoln enrolled in LeMoyne College (now LeMoyne-Owen College) in Memphis, Tenn., and graduated in 1947 with an AB in sociology and philosophy. He had several jobs after graduation including a brief time as one of the managers for the Birmingham Black Barons baseball team. In 1954, Lincoln graduated with an MA in philosophy from Fisk University in Nashville. He earned his BD from the University of Chicago Divinity School and was ordained as a minister in the United Methodist Church. He also earned an MEd and a PhD in social ethics from Boston University in 1960. His doctoral dissertation was published in 1961 as <em>The Black Muslims in America</em>. </p>
<p>During his academic career, Lincoln was on the faculties of Clark College (now Clark Atlanta University), Portland State College (now Portland University), Union Theological Seminary in New York City, Fisk University, and Duke University in Durham, N.C., from which he retired in 1993. In his last two years at Duke, Lincoln was the William R. Kenan, Jr., Distinguished Professor of Religion and Culture. Most of Lincoln’s published books were scholarly in nature and on subjects related to religion and the black community. In 1988, however, he published a novel that he had been working on for over thirty years, <Em>The Avenue: Clayton City</em>. A collection of his poems, <em>This Road Since Freedom</em>, was published in 1990. The following year, a fire destroyed his home in Durham, N.C., destroying his personal library and the journals he had been keeping for more than fifty years. He was in poor health in his final years, suffering from diabetes, high blood pressure, and heart problems. Lincoln’s last book, <em>Coming Through the Fire</em>, published in 1996, was a collection of essays about race in American culture."
"William March (September 18, 1894&ndash;May 15, 1954)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/marchwi.jpg,"William March was born in Mobile, Ala., the second of eleven children. His father worked in the timber business, and the family moved frequently. March was interested in music, drama, and writing as a boy, but the family was unable to support him in his efforts. At age fourteen, March left school to work in the office of a lumber mill. At sixteen, he got a job in a law office in Mobile to earn money for school. He spent a year studying at Valparaiso University in Indiana, and a year at the University of Alabama studying law. He took a job as a legal clerk in New York City in 1916. In 1917, when the US entered World War I, March enlisted as a private in the Marine Corps. He served in France, was wounded, and earned three medals for bravery. Although he recovered physically, his psychological wounds from the experience remained with him. </p>
<p>March returned to Mobile after leaving the Marine Corps and began working for the Waterman Steamship Company. He rose quickly through the ranks and traveled frequently on Waterman Company business, including an extended stay in Europe. He eventually settled in New York City. He began writing seriously in 1928 as a form of self-therapy. His first short story, “The Holly Wreath,” was published in 1929. He chose Willam March as a pen name, since March was his mother’s maiden name. <em>Company K</em>, his first novel, was published in 1933. March continued to work and travel for Waterman until 1938, when he resigned to write full-time. He lived and wrote in New York until he suffered a mental breakdown in 1947. His friends took him back to Mobile to recover, and he divided his time between Mobile and New Orleans until 1952, when he settled permanently in New Orleans. He died there in 1954."
"Thomas McAfee (May 13, 1928&ndash;August 10, 1982)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/mcafejt.jpg,"Thomas McAfee was born and raised in Haleyville, Ala. His mother died when McAfee was five. His stepmother had a large library and allowed him to read whatever he liked without any restrictions. McAfee began writing as a boy. He spent his last two years of high school at Columbia Military Academy in Columbia, Tenn. McAfee attended the University of Missouri at Columbia where he earned an AB in English in 1949 and an MA in 1950. He was also a student at the Kenyon School of English, a summer literature program at Kenyon College in Gambier, Ohio. McAfee was drafted in 1950 and served in the US Army for two years. He continued his extensive reading and his writing during this time. </p>
<p>After his discharge from the Army, McAfee returned to Columbia where he taught in the English department of the University of Missouri for twenty-nine years. His poems and short stories began appearing in literary magazines in the 1950s. In 1959, his short story “The Prisoner” was published in <em>Esquire</em> magazine. The following year, McAfee published his first book, <em>Poems and Stories</em>. Over the next twenty-two years, he published a novel, another collection of short stories, and several poetry collections, some in limited-edition chapbooks. McAfee received a writing fellowship from the National Endowment for the Arts in 1976. He died in Columbia of lung cancer in 1982."
"Robert R. McCammon (July 17, 1952&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/mccamro.jpg,"Robert R. McCammon was born and raised in Birmingham, Ala. His parents divorced when he was very young, and he was raised by his grandparents. His grandfather read to him and told him ghost stories when he was growing up. He wrote his own stories as well, but he didn’t realize that anyone else might be interested in them until he read one to a class while in high school. McCammon decided to become a writer and majored in journalism at the University of Alabama, where he earned a BA in 1974. After graduation, he worked in several advertising jobs, then as a copy editor at the <em>Birmingham Post-Herald</em>. </p>
<p>During this period, McCammon was writing short stories and novels in his spare time and trying to get them published. In 1978, his first novel, <em>Baal</em>, was published, and he resigned from the newspaper to write full-time. McCammon was one of the founders of the Horror Writers of America organization (now the Horror Writers Association). He continued to publish a book every year until the early 1990s when he took a break from writing to rest and to focus on his family.  He resumed writing again a few years later. He had trouble finding a publisher for his historical novel <em>Speaks the Nightbird</em> because it was so different from his earlier work. It was eventually published in 2002. McCammon lives in Birmingham with his family. His books are published worldwide and have been translated into many languages."
"A. B. Meek (July 17, 1814&ndash;November 30, 1865)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/meekalb.jpg,"A. B. Meek was born in Columbia, S.C., the oldest of ten children. His family moved to Tuscaloosa, Ala., when he was about five. As a boy, he was a voracious reader of newspapers, especially literary ones, smuggling them into his classes folded up to a size that would fit inside a schoolbook. He began writing poetry in his teens. Meek attended the University of Georgia but transferred to the University of Alabama when it opened in 1831, graduating with an AB in 1833 and earning an MA in 1836. Meek was admitted to the bar at Tuscaloosa in 1835. In early 1836, he volunteered for military service in the Seminole War in Florida. Meek was a Jacksonian Democrat and was involved in politics. He was appointed several times to state legal offices, mostly to fill out unexpired terms. He also served as law clerk for former Tuscaloosan Seth Barton, who was solicitor of the United States Treasury under President James K. Polk. In 1846, Meek was appointed Federal Attorney for the Southern District of Alabama in Mobile, which became his residence for nearly twenty years. Meek was elected twice to the state legislature from Mobile. In his first term, he sponsored the bill to establish free public schools in Alabama. In his second term, he was elected Speaker of the House. </p>
<p>In 1835, Meek began editing and publishing the Tuscaloosa-based Democratic newspaper, the <em>Flag of the Union</em>. In 1839, Meek became the founder and editor of <em>The Southron</em>, a short-lived literary monthly in which he laid out his theories for Southern literature. During this period, he also published poems in several Southern literary newspapers. From 1851 to 1853, Meek was an associate of Thaddeus Sanford, editor of the <em>Mobile Register</em>, which published many of his poems. He was also a popular orator, speaking on topics related to Southwestern history. In 1855, Meek published his book-length poem, <em>The Red Eagle</em>, about William Weatherford, Andrew Jackson, and the Creek War of 1813. In 1857, he published two more books, a collection of poems and lyrics about the South and a prose work on Southwestern history, which included several of his orations on the subject. In 1863, Meek moved to Columbus, Miss., to live with the family of his younger brother who was serving in the military. He died there two years later of heart failure. His lifelong project, a history of Alabama, was never published."
"William Miller (February 8, 1959&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/millewi.jpg,"William Miller was born and raised in Anniston, Ala. He missed a year of school at age twelve due to an illness. The reading and writing he did during that time inspired him to become a writer. He entered the Alabama School of Fine Arts at age sixteen and studied under poet <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=75"">Charles Ghigna</a>. Miller earned a BA from Eckard College in St. Petersburg, Fla., in 1982 and an MA from Hollins College (now Hollins University) in Roanoke, Va., in 1983. From 1984 to 1987, he was an English instructor at Jacksonville State University. Miller earned his PhD in English and American literature from the State University of New York at Binghamton (now Binghamton University) in 1988 and began teaching at York College in York, Pa., shortly thereafter. In the early 1990s, Miller published two books of poetry. He was then urged by his former mentor, <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=75"">Charles Ghigna</a>, to write a book for children. <em>Zora Hurston and the Chinaberry Tree</em> was published in 1994 and was a selection for the PBS children’s television series <em>Reading Rainbow</em>. Since then, Miller has published another book of poetry and many children’s books. He teaches creative writing and African American literature at York College."
"Idora McClellan Moore (October 31, 1843&ndash;February 26, 1929)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/mooreim.jpg,"Idora McClellan Moore was born on the Alabama plantation of her father, Gen. William B. McClellan. Her early education came from her mother, who died when Idora was fourteen. Moore’s formal education was at the Presbyterian Synodical Collegiate Female Institute of Talladega, Ala., and the Methodist Centenary Institute in Summerfield, Ala., from which she graduated in 1864. She began writing while married to her first husband, a Talladega lawyer. Her first Betsy Hamilton sketch was published in the <em>Talladega News-Reporter</em> in 1873. It was republished extensively and appeared in the <em>New York Sun</em>. After her husband’s death, Moore stayed with a sister in Texas for two years before returning to Talladega. She supported herself by running a sawmill she had inherited from her husband, then by teaching. Moore soon turned to writing as an additional means of support. </p>
<p>In 1881, Moore's first humorous piece appeared in <em>The Sunny South</em>. Some of her pieces were written in “cracker” dialect, while others were in black dialect. Her <em>Sunny South</em> pieces appeared almost weekly. The editor of <em>Harper’s Weekly</em> solicited contributions from her, as well. In 1885, Joel Chandler Harris, author of the “Uncle Remus” stories, introduced her to Henry W. Grady, editor of the <em>Atlanta Constitution</em>, and she became a regular contributor for fifteen years. Grady persuaded Moore that her pieces would be even more effective as spoken word performances, and she began making appearances all over the country. In 1891, she met her second husband during an appearance in Auburn, Ala. She moved to Auburn after their marriage and continued writing and performing. After her husband’s death in 1900, Moore moved back to Talladega where she lived the remainder of her life. A collection of her written pieces was compiled in book form and published in 1921. An abridged version, with some additional pieces, was published posthumously by her stepdaughter in 1937."
"John Trotwood Moore (August 26, 1858&ndash;May 10, 1929)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/moorejt.jpg,"John Trotwood Moore was born and raised in Marion, Ala. His father was a lawyer and judge, and Moore himself studied law although he never practiced it. Moore attended Howard College (now Samford University), which was then located in Marion. After his graduation in 1878, he edited the <em>Marion Commonwealth</em> for a year. He left Marion to teach school, spending four years in Monterey, Ala., and two years in Pine Apple, Ala. In the spring of 1885, Moore and his new bride moved to her hometown of Columbia, Tenn., where they farmed and raised purebred horses and cattle. In 1892, Moore began writing a weekly column on livestock and literature for the <em>Columbia Herald</em>. He wrote under the pen name of “Trotwood,” later adopting it as his middle name. The following year, Moore began writing a column for <em>Clark’s Horse Review</em>, a national publication based in Chicago. Initially, the subject of his columns was the Tennessee pacer, a harness racing horse, but he later included stories and poems he had written. A collection of Moore’s stories was published in 1897 as <em>Songs and Stories from Tennessee</em>. His first novel, <em>A Summer Hymnal</em>, was published in 1901. He continued to write for <em>Clark’s Horse Review</em> until December 1904. </p>
<p>In 1905, Moore began his own magazine, <em>Trotwood’s Monthly</em>. Moore wrote most of the material himself, although he did publish other authors, including some early stories by <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=37"">T. S. Stribling</a>. In 1906, Moore published <em>The Bishop of Cottontown</em>, a “social problem” novel about child labor in Southern cotton mills. That same year, he and his family moved to Nashville. A collection of his “darkie stories,” <em>Uncle Wash: His Stories</em>, was published in 1910. That same year, the magazine’s shareholders sold it to another publication, and Moore began selling real estate and insurance to support his family. He continued to write, however, and published two novels in 1911. A riding accident in 1916 damaged Moore’s right hand, and he was unable to write for several years. In 1919, Moore was appointed State Librarian for Tennessee, a position he held until his death. Concerned about the preservation of Tennessee history, he lobbied the state legislature for funding and spoke publicly to raise awareness. <em>Hearts of Hickory</em>, his historical novel based on Andrew Jackson’s life in Tennessee, was published in 1926. Moore died at his home in Nashville from a heart attack in 1929."
"Albert Murray (May 12, 1916&ndash;August 18, 2013)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/murraal.jpg,"Albert Murray was born in Nokomis, Ala. Shortly after his birth, he was adopted by a couple who soon moved to Magazine Point on the outskirts of Mobile. Murray attended Mobile County Training School where he participated in several sports and in theater productions. His academic performance earned him a scholarship to Tuskegee Institute (now Tuskegee University) where he became interested in writing during a freshman composition class. While at Tuskegee, Murray developed interests in jazz music and in literature. He graduated with a baccalaureate degree in English literature in 1939. After a year in graduate studies at the University of Michigan, Murray returned to Tuskegee and taught there from 1940 to 1943. Murray served in the US Army Air Corps from 1943 to 1946, then transferred to the US Air Force Reserve and returned to teach at Tuskegee. The following year, he attended graduate school at New York University, earning an MA in 1948. From 1948 to 1951, Murray taught at Tuskegee and was the director of the college theater group. He spent his summers in Paris, studying and immersing himself in the artistic community. In 1951, Murray returned to active service in the US Air Force. He spent four years as the head of the ROTC program at Tuskegee, then was stationed in Morocco, California, and Massachusetts. </p>
<p>After leaving the Air Force in 1962, Murray settled in New York City with his family and worked on his writing. He began publishing essays in scholarly journals in the 1960s. In 1970, a collection of his essays was published as <em>The Omni-Americans</em>. The following year, Murray published <em>South to a Very Old Place</em>, a memoir based on a trip to his native region that he had made for <em>Harper’s</em> magazine. In the middle 1970s, he published two more collections of essays and an autobiographical novel called <em>Train Whistle Guitar</em>. In 1978, Murray began collaborating with the jazz musician Count Basie on Basie’s autobiography. <em>Good Morning Blues</em>, the result of extensive interviews and travels with the Basie big band, was published in 1986. Since then, Murray has published novels, collections of essays, a book of poems, and a book of correspondence between himself and Ralph Ellison. Murray has been a visiting professor or writer-in-residence at colleges and universities such as Barnard, Columbia, Colgate, and Emory. He is on the board of directors of the Jazz at Lincoln Center program, a program he helped found."
