Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2001,Authors,"The literary 100 : a ranking of the most influential novelists, playwrights, and poets of all time","Burt, Daniel S",New York : Facts on File,English,"William Shakespeare -- Dante Alighieri -- Homer -- Leo Tolstoy -- Geoffrey Chaucer -- Charles Dickens -- James Joyce -- John Milton -- Virgil -- Johann Wolfgang von Goethe -- Miguel de Cervantes Saavedra -- Murasaki Shikibu -- Sophocles -- William Faulkner -- Feodor Dostoevsky -- T.S. Eliot -- Marcel Proust -- Jane Austen -- George Eliot -- William Butler Yeats -- Alexander Pushkin -- Euripides -- John Donne -- Herman Melville -- John Keats -- Ovid -- Tu Fu -- William Blake -- Aeschylus -- Gustave Flaubert -- Franz Kafka -- Moliere -- William Wordsworth -- Aristophanes -- Thomas Mann -- Henrik Ibsen -- Anton Chekhov -- Henry James -- Vladimir Nabokov -- Walt Whitman -- Honore de Balzac -- Jonathan Swift -- Stendhal -- Thomas Hardy -- George Bernard Shaw -- Ernest Hemingway -- D.H. Lawrence -- Charles Baudelaire -- Samuel Beckett -- Virginia Woolf -- Alexander Pope -- Francois Rabelais -- Francesco Petrarch -- Emily Dickinson -- Edgar Allan Poe -- Henry Fielding -- Joseph Conrad -- Robert Browning -- Albert Camus -- Charlotte Bronte -- Emily Bronte -- Jean Racine -- Mark Twain -- August Strindberg -- Emile Zola -- Jorge Luis Borges -- Cao Xueqin -- Giovanni Boccaccio -- Voltaire -- Laurence Sterne -- William Makepeace Thackeray -- Percy Bysshe Shelley -- Eugene O'Neill -- Wallace Stevens -- George Gordon, Lord Byron -- Gabriel Garcia Marquez -- Walter Scott -- Pablo Neruda -- Robert Musil -- Alfred, Lord Tennyson -- Flannery O'Connor -- Catullus -- Federico Garcia Lorca -- Nathaniel Hawthorne -- Theodore Dreiser -- Ralph Ellison -- Anthony Trollope -- F. Scott Fitzgerald -- Victor Hugo -- Rabindranath Tagore -- Daniel Defoe -- Gunter Grass -- Lu Xun -- E.M. Forster -- Isaac Bashevis Singer -- Tanizaki Jun'ichiro -- Richard Wright -- Gertrude Stein -- Zeami Motokiyo -- Oscar Wilde -- Honorable Mentions",true,2018-01-28 14:48:35,#Null,#Null,"['0816043825', '9780816043828', '0816043833', '9780816043835']"
1990,Anthologies,Great books of the Western world,#Null,[Chicago] : [Encyclopaedia Britannica],English,Spine title: Great books,true,2021-01-05 15:06:44,#Null,#Null,[]
1997,Artists,"My dear mother : stormy, boastful, and tender letters from distinguished sons--from Dostoevsky to Elvis","Gordon, Karen Elizabeth","Chapel Hill, N.C. : Algonquin Books of Chapel Hill",English,"E.E. Cummings -- Aubrey Beardsley -- Henri De Toulouse-Lautrec -- Honore De Balzac -- Benjamin Britten -- F. Scott Fitgerald -- Ezra Pound -- Wyndham Lewis -- Wallace Stevens -- John Dos Passos -- Wyndham Lewis -- Victor Hugo -- Evelyn Waugh -- Tennessee Williams -- Wolfgang Amadeus Mozart -- Williams Carlos Williams -- Gustave Courbet -- Nikos Kazantzakis -- Charles Baudelaire -- A.E. Housman -- Ivan Turgenev's mother -- Dante Gabriel Rossetti -- Fyodor Dostoevsky -- E.B. White -- George Eliot to her stepson -- Nikos Kazantzakis -- e.e. cummings -- Gustave Courbet -- Paul Klee -- Wyndham Lewis -- Vladimir Nabokov -- Joseph Spence -- Jack Kerouac -- Sarah Bernhardt to her son -- Thomas Moore -- Virgil Thomson -- Marcel Proust -- Gustave Courbet -- Gustav Mahler's mother -- Henri De Toulouse-Lautrec -- Gustave Flaubert -- Anthony Trollope -- Wyndham Lewis -- Percy Bysshe Shelley -- Vladimir Nabokov -- Robert Louis Stevenson -- Ezra Pound -- Marcel Proust's mother -- William Randolph Hearst -- H.G. Wells -- Charles Baudelaire -- Jean Cocteau -- Oscar Wilde's mother -- Thomas Moore -- Ivan Turgenev's mother -- Jack Kerouac -- Mark Twain -- William Faulkner -- Henry James -- Gustave Flaubert -- Thomas Moore -- Joseph Spence -- Richard Wagner -- Nikolai Gogol -- Marcel Proust -- Mikhail Bulgakov -- Thomas Moore -- Kaethe Kollwitz to her son -- Vanessa Bell to her sister -- Jean Cocteau -- A.E. Housman -- Elvis Presley -- Marcel Proust's mother -- Henri De Toulouse-Lautrec -- Nikos Kazantzakis -- Leo Tolstoy -- Vanessa Bell to her son -- Pier Paolo Pasolini -- Maurice Ravel -- Isaac Babel -- A.E. Houseman -- St.-John Perse -- James Abbott McNeill Whistler -- Paul Cezanne -- T.S. Eliot -- Ernest Hemingway -- George Sand to her son -- Tennessee Williams -- Isaac Babel -- Henri De Toulouse-Lautrec -- Johann Wolfgang Von Goethe -- William Randolph Hearst -- St.-John Perse -- A.E. Housman -- Henry James -- T.S. Eliot -- St.-John Perse -- Henri De Toulouse-Lautrec -- William Makepeace Thackeray -- William Randolph Hearst -- T.S. Eliot -- Johann Wolfgang Von Goethe's mother -- Charles Baudelaire -- George Bernard Shaw -- James Boswell -- Marc Chagall
",true,2010-08-27 17:05:06,#Null,#Null,[]
1990,Anthologies,Great books of the Western world,#Null,[Chicago] : [Encyclopaedia Britannica],English,Spine title: Great books,true,2021-04-16 15:01:17,#Null,#Null,"['0852295316', '9780852295311']"
1992,"Austen, Jane, 1775-1817 -- Criticism and interpretation",Jane Austen's novels : the art of clarity,"Gard, Roger, author",New Haven ; London : Yale University Press,English,"Although Jane Austen has long been England's best-loved novelist, much current criticism tends to ignore the appeal and accessibility of her novels and instead treats them as mere material--the preserve of academics, feminists, historical specialists, and would-be radical theorists. This book by Roger Gard is at once a thoughtful and detailed discussion of Jane Austen's oeuvre and a provocative and witty commentary that will stimulate all readers. Gard offers lively and perceptive discussions of the six major novels, together with the early Lady Susan and the unfinished Sanditon. The precise nature and scope of Jane Austen's realism, her particularly English approach to the world, and the characteristic blend in her work of a sharp scepticism about human nature and its banality with an idealism about human virtue are theses that recur throughout Gard's study. The book is moreover notable for the original and striking links it makes between Jane Austen and other authors ranging from Shakespeare to Flaubert, Lawrence, George Eliot and Barbara Pym. Gard has something new to say in every chapter, and he says it with authority and style",true,2018-11-29 08:28:44,#Null,#Null,[]
1994,Biography -- Miscellanea,100 women who shaped world history,"Rolka, Gail Meyer","San Francisco, CA : Bluewood Books",English,"Provides capsule views of 100 outstanding women who changed the course of world history, beginning with Queen Makare Hatshepsut and concluding with Rigoberta Menchu",true,2021-05-27 16:01:57,#Null,#Null,[]
1990,Anthologies,Great books of the Western world,#Null,[Chicago] : [Encyclopaedia Britannica],English,Spine title: Great books,true,2020-05-04 21:00:57,#Null,#Null,[]
2002,Authors -- Biography,Multicultural writers from antiquity to 1945 : a bio-bibliographical sourcebook,#Null,"Westport, Conn. : Greenwood Press",English,Includes bibliographical references and index,true,2020-07-18 05:01:14,#Null,#Null,"['0313306877', '9780313306877']"
1990,Anthologies,Great books of the Western world,Mortimer J. Adler,[Chicago] : [Encyclopaedia Britannica],English,Spine title: Great books,true,2020-03-23 19:01:04,#Null,#Null,[]
1996,Love-letters,The Book of love : writers and their love letters,#Null,New York : Plume,English,"Originally published: New York : Pocket Books, 1992",true,2021-10-26 02:13:19,#Null,#Null,[]
2007,English essays -- 19th century,The spirit of the age : Victorian essays,#Null,New Haven : Yale University Press,English,"""None of the stereotypes of Victorian England - narrow-minded, inhibited, moralistic, complacent - prepares us for the vitality, variety, and above all extraordinary quality of intellectual life displayed in this volume of essays. Selected and annotated by Gertrude Himmelfarb, a distinguished historian of Victorian thought, the writings address a wide range of subjects - religion, politics, history, science, art, socialism, and feminism - by eminent figures of the era. The selections reflect what Himmelfarb terms ""the spirit of the age""--Contentious as well as earnest, given to high aspirations and convictions, and at the same time subject to deep anxieties and doubts.""--Jacket",true,2020-09-29 05:35:00,#Null,#Null,"['9780300123302', '0300123302', '9780300151381', '0300151381']"
2014,"Louise, Princess, Duchess of Argyll, 1848-1939",The mystery of Princess Louise : Queen Victoria's rebellious daughter,"Hawksley, Lucinda, author",London : Vintage Books,English,"""The secrets of Queen Victoria's sixth child, Princess Louise, may be destined to remain forever hidden. What was so dangerous about this artistic, tempestuous royal that her life has been documented more by rumour and gossip than hard facts? When Lucinda Hawksley started to investigate, often thwarted by inexplicable secrecy, she discovered a fascinating woman, modern before her time, whose story has been shielded for years from public view. Louise was a sculptor and painter, friend of the Pre-Raphaelites and a keen member of the Aesthetic movement. The most feisty of the Victorian princesses, she kicked against her mother's controlling nature and remained fiercely loyal to her brothers - especially the sickly Leopold and the much-maligned Bertie. She sought out other unconventional women, including Josephine Butler and George Eliot, and campaigned for education and health reform and for the rights of women. She battled with her mother for permission to practice the 'masculine' art of sculpture and to go to art college - and in doing so became the first British princess to attend a public school. The rumours of Louise's colourful love life persist even today, with hints of love affairs dating as far back as her teenage years, and notable scandals included entanglements with her sculpting tutor Joseph Edgar Boehm and possibly even her sister Princess Beatrice's handsome husband, Liko. True to revellious form, she refused all royal suitors and became the first member of the royal family to marry a commoner since the sixteenth century and moved with him to Canada when he was appointed Governor-General""--Jacket",true,2021-10-29 13:06:30,#Null,#Null,[]
1996,English fiction -- 19th century -- History and criticism,Is Heathcliff a murderer? : great puzzles in nineteenth-century literature,"Sutherland, John, 1938-",Oxford ; New York : Oxford University Press,English,"In Is Heathcliff a Murderer? (well, is he?) John Sutherland investigates thirty-four conundrums of nineteenth-century fiction. Applying these 'real world' questions to fiction is not in any sense intended to catch out the novelists who are invariably cleverer than their most defectively inclined readers. Typically, one finds a reason for the seeming anomaly. Not blunders, that is, but unexpected felicities and ingenious justifications. In Is Heathcliff a Murderer? John Sutherland, recently described by Tony Tanner as 'a sort of Sherlock Holmes of literature', pays homage to the most rewarding of critical activities, close reading and the pleasures of good-natured pedantry",true,2021-02-02 11:01:20,#Null,#Null,[]
2002,Multikulturelle Gesellschaft,Multicultural writers from antiquity to 1945 : a bio-bibliographical sourcebook,#Null,"Westport, Conn. : Greenwood Press",English,Includes bibliographical references and index,true,2020-02-20 12:01:44,#Null,#Null,"['0313306877', '9780313306877']"
2017-01-01,librivox,Short Poetry Collection 163,Various,#Null,#Null,", by Robert Louis Stevenson
",#Null,2017-01-01 18:00:49,/download/spc163_1701_librivox/spc163_hocr.html,/download/spc163_1701_librivox/spc163_abbyy.gz,[]
2005,"Authors, English",Mary Wollstonecraft : a new genus,"Gordon, Lyndall","London : Little, Brown",English,"""In this new biography, Lyndall Gordon proposes that at each stage of this extraordinary life - as teacher, writer, traveller - Mary Wollstonecraft was an original. She had advanced ideas on education and her attitudes to single motherhood, family responsibilities, working life, domestic affections, the importance of friendship and sexual relationships now look astonishingly modern. She tested the new ways man and woman might live together. 'Imagination must lead the senses, not the senses the imagination, ' she told her lover, Gilbert Imlay, and repeated to her husband, William Godwin."" ""And though she died young, her new genus lived on in the lives of her daughters and immediate heirs, Mary Shelley, Fanny Imlay, Claire Clairmont, Margaret Mount Cashell, and later again in women such as George Eliot and Virginia Woolf."" ""Yet, from the time of her death in 1797 until now, she has acquired a reputation of being unstable and loose, a wild woman doomed to extinction. Lyndall Gordon's biography, the first to enter into the full scope of her brave and exhilarating experiment, probes these myths and vindicates her life in accord with Wollstonecraft's own values."" ""This account covers her period as a governess to the aristocracy in Ireland; as self-supporting writer in London; as on-the-scene observer of the French Revolution; and as a daring traveller to Scandinavia on the trail of an unsolved crime: the disappearance of a cargo of Bourbon silver. Like a detective story, the biography follows a newly clarified trail leading from Norway to Hamburg, when Mary Wollstonecraft uncovered the mystery of missing treasure, the true nature of Gilbert Imlay and her own delight in travel.""--Jacket",true,2020-06-22 18:03:16,#Null,#Null,[]
